Sentences,class
මම අද රෑට ඉක්මනින් නිදාගන්නෙමි.,correct
ඔහු නව ව්‍යාපෘතියක් ආරම්භ කළේය.,correct
ඇය වැඩට මහත් උනන්දුවක් දක්වයි.,correct
අපේ රටේ ස්වභාවික සෞන්දර්යය ඇත.,correct
මේ ගැටළුව සාකච්ඡාවෙන් විසඳිය හැක.,correct
මගේ ගුරුතුමා මට මඟ පෙන්වයි.,correct
ඔහු නිතරම හොඳ අදහස් ලබා දෙයි.,correct
ඇය සිසුන්ට කරුණාවෙන් සැලකයි.,correct
අපි සතියේ වැඩ සැලසුම් කළෙමු.,correct
දරුවන්ගේ අනාගතය අපේ වගකීමයි.,correct
මම මේ කාර්යය සාර්ථකව නිම කළෙමි.,correct
ඔහු පවුලට විශාල ආදරයක් දක්වයි.,correct
ඇය ජිවිතයට නව අත්දැකීම් සොයයි.,correct
අපි එකට ජයග්‍රහණය සැමරුවෙමු.,correct
මේ පද්ධතිය ඉතා ප්‍රයෝජනවත්ය.,correct
මගේ සහෝදරිය ගුරුවරියක් ලෙස සේවය කරයි.,correct
ඔහු කාර්යාලයේ වගකීම් භාර ගනීයි.,correct
ඇය දිනපතා ම පුවත් කියවයි.,correct
අපි ගමනට පෙර සූදානම් වුණෙමු.,correct
දරුවන්ගේ සිහින ඉටු විය යුතුය.,correct
මම නව තාක්ෂණය භාවිතා කරමි.,correct
ඔහු ගැටළු වලට ඉවසීමෙන් මුහුණ දෙයි.,correct
ඇය කලා කටයුතු වලට දක්ෂ වේ.,correct
අපේ කණ්ඩායම එකමුතුව කටයුතු කරයි.,correct
මේ ව්‍යාපෘතිය සාර්ථකව ඉදිරියට යයි.,correct
මගේ පවුල මට ශක්තියක් වේ.,correct
ඔහු නිතරම අධ්‍යාපනයට ප්‍රමුඛත්වය දෙයි.,correct
ඇය වැඩ සහ විවේකය සමාන කරයි.,correct
අපි සමාජයට යහපත කිරීමට කැමතිමු.,correct
දරුවන්ට හොඳ මාර්ගෝපදේශනය අවශ්‍ය වේ..,correct
මම අද නව අත්දැකීමක් ලැබුවෙමි.,correct
ඔහු ජීවිතය ධෛර්යයෙන් මුහුණ දෙයි.,correct
ඇය කාලය අගය කරන කරයි.,correct
අපේ උත්සාහය නියතවම සාර්ථක වේ.,correct
මේ දවස අපට විශේෂ මතකයක් වේ.,correct
මම අද උදෑසන ඉක්මනින් අවදි වුණෙමි.,correct
ඇය කාර්යාලයේ වැදගත් රැස්වීමකට සහභාගී වූවාය.,correct
අපි නව ව්‍යාපෘතියක් සාර්ථකව ආරම්භ කළෙමු.,correct
ඔහු සෑම කාර්යයක්ම අවධානයෙන් සිදු කරයි.,correct
මේ ගම ඉතා සාමකාමී පරිසරයක් ඇත.,correct
දරුවන්ට නිදහසේ ඉගෙන ගැනීමට අවස්ථා ඇත.,correct
මගේ මිතුරෝ මට නිතරම සහය දක්වති.,correct
ඇය රැකියාවේ වැඩි වගකීම් භාර ගත්තාය.,correct
ඔවුහු එකිනෙකාගේ අදහස් ගෞරවයෙන් පිළිගනිති.,correct
අද දින වැඩ කටයුතු සාර්ථකව නිම විය.,correct
අපේ කණ්ඩායම නව විසඳුම් සොයා ගනීයි.,correct
ඔහු නව කුසලතා ලබා ගැනීමට උත්සාහ කරයි.,correct
ඇය දිනපතා කාලය නිසි ලෙස කළමනාකරණය කරයි.,correct
අපි අනාගත ඉලක්ක සපුරා ගැනීමට කටයුතු කරමු.,correct
දරුවන්ගේ සිනා මුළු ගෙයම සතුටු කරයි.,correct
මම මේ කාර්යය සම්පූර්ණ අවධානයෙන් කළෙමි.,correct
ඔහු නිතරම කණ්ඩායම් වැඩ වලට සහභාගී වෙයි.,correct
ඇය නව අදහස් සාර්ථකව ක්‍රියාත්මක කරයි.,correct
අපි එකට වැඩ කර හොඳ ප්‍රතිඵල ලබා ගත්තෙමු.,correct
මේ පරිසරය වැඩ කිරීමට ඉතා සුදුසුය.,correct
මගේ ගුරුතුමිය සිසුන්ට හොඳ මඟ පෙන්වයි.,correct
ඔහු තම වගකීම් ඉතා සැලකිල්ලෙන් ඉටු කරයි.,correct
ඇය රසවත් කෑම වර්ග සකස් කිරීමට දක්ෂය.,correct
අපි අද සවස පවුල සමඟ කාලය ගත කළෙමු.,correct
දරුවන්ට හොඳ අධ්‍යාපන පදනමක් අවශ්‍යය.,correct
මම නව අභියෝගයකට මුහුණ දීමට සූදානම් වෙමි.,correct
ඔහු තම කාර්යය නිම කිරීමට කාලය ගත්තේය.,correct
ඇය සමාජයේ යහපත සඳහා වැඩ කරයි.,correct
අපි එකිනෙකාට විශ්වාසයෙන් කටයුතු කළෙමු.,correct
මේ ව්‍යාපෘතිය අපට නව අත්දැකීම් ලබා දෙයි.,correct
මගේ සහෝදරිය දිනපතා පාඩම් කරයි.,correct
ඔහු ගැටළු විසඳීමට නිසි සැලසුම් යොදයි.,correct
ඇය කාර්යාල කටයුතු ක්‍රමවත් ලෙස කරයි.,correct
අපි ගමනට පෙර සියල්ල සූදානම් කළෙමු.,correct
දරුවන්ට ආරක්ෂිත හා සුවපහසු පරිසරයක් ඇත.,correct
මම මේ පොතෙන් දැනුමක් ලබා ගත්තෙමි.,correct
ඔහු කණ්ඩායමේ සාමාජිකයන්ට උදව් කරයි.,correct
ඇය තාක්ෂණය ඉගෙන ගැනීමට උනන්දුවක් දක්වයි.,correct
අපේ කාර්යාලය නව පද්ධතියක් භාවිතා කරයි.,correct
මේ වැඩසටහන සාර්ථකව ක්‍රියාත්මක විය.,correct
මගේ මිතුරා මට හොඳ උපදෙස් ලබා දුන්නේය.,correct
ඔහු තම ඉලක්ක සපුරා ගැනීමට කැපව සිටීයි.,correct
ඇය සෑම කාර්යයක්ම ඉවසීමෙන් කරයි.,correct
අපි ගැටළු සාකච්ඡා මගින් විසඳා ගත්තෙමු.,correct
දරුවන්ගේ අනාගතය වෙනුවෙන් අපි වැඩ කරමු.,correct
